Muni,VVD,CDA,PVV,D66,SP,GL,PvdA,CU,X50PLUS,PvdD,SGP,FvD,DENK,Urban_index,High_edu_perc,Mean_income,Dutch_perc,West_perc,Non_west_perc,Non_west,Perc_60plus
Westland,0.330329694,0.188578092,0.167633384,0.07747876,0.037558117,0.039738911,0.028259454,0.029092396,0.026093804,0.020429798,0.015886478,0.031091457,0.007829656,2.119390267,0.24,26.3,0.86,0.08,0.06,2,0.119670176
Weststellingwerf,0.202720167,0.16419472,0.146716721,0.089420887,0.124438427,0.076743184,0.080066466,0.026155456,0.037171518,0.028247892,0.005108007,0.016370238,0.002646317,0.830210773,0.15,23,0.92,0.04,0.04,1,0.138901906
Westvoorne,0.353039134,0.114383847,0.165591174,0.098355537,0.054017485,0.040487094,0.051727727,0.01550791,0.036740216,0.035179017,0.005099917,0.029142381,0.00072856,0.732117812,0.26,31.8,0.89,0.07,0.04,1,0.155642842
Wierden,0.230372282,0.298132449,0.111070156,0.075070647,0.058053815,0.036859565,0.031207765,0.077650817,0.018798378,0.009706352,0.038702543,0.013269443,0.001105787,0.943045811,0.29,26.4,0.93,0.05,0.02,1,0.128173375
Wijchen,0.256569426,0.136796405,0.143575291,0.12719933,0.126247239,0.072054231,0.050917816,0.008987737,0.033932516,0.024297357,0.001332927,0.013710107,0.004379618,1.726272016,0.31,25.8,0.88,0.07,0.05,2,0.134430962
Wijdemeren,0.344272803,0.130953144,0.106403436,0.128517403,0.052047946,0.067367476,0.049291712,0.024036921,0.030382668,0.033715787,0.008525095,0.022883149,0.001602461,0.733049041,0.27,30.1,0.87,0.09,0.04,1,0.143173967
Wijk bij Duurstede,0.263411145,0.128942064,0.133623773,0.119513622,0.081734833,0.086871708,0.052864295,0.031081345,0.02542428,0.027309968,0.025359256,0.019442096,0.004421614,1.637446809,0.28,27.9,0.88,0.06,0.05,2,0.147136414
Winsum,0.120954194,0.176839512,0.065516855,0.097995296,0.11916228,0.126329936,0.11020271,0.096427371,0.023294882,0.038974129,0.011983425,0.012319409,0,0.444852941,0.31,24.2,0.93,0.05,0.03,1,0.152177111
Winterswijk,0.231195303,0.157028913,0.094549684,0.126232414,0.119641077,0.087072117,0.082087072,0.020106348,0.034230641,0.020438684,0.003544921,0.015287471,0.008585355,1.774204703,0.2,23.5,0.85,0.09,0.06,2,0.138385445
Woensdrecht,0.255734582,0.142074768,0.216287007,0.083578062,0.117549012,0.047543456,0.038098262,0.008413366,0.04317803,0.024525756,0.001587428,0.019128502,0.00230177,0.986721612,0.19,25.5,0.78,0.19,0.03,1,0.139762788
Woerden,0.256828943,0.15709603,0.100522035,0.127594998,0.05141435,0.078821173,0.052203472,0.059062766,0.023279106,0.024918053,0.03757436,0.017208935,0.01347578,1.839642788,0.33,28.4,0.86,0.07,0.08,2,0.119523227
Wormerland,0.258640553,0.099270353,0.120487711,0.112519201,0.100422427,0.105702765,0.073252688,0.01968126,0.040610599,0.037058372,0.004128264,0.02265745,0.005568356,2.024652339,0.27,26.7,0.87,0.07,0.06,2,0.128571429
Woudenberg,0.214532872,0.158551656,0.094537815,0.070316362,0.042387543,0.040039545,0.036579338,0.090954029,0.021131982,0.016806723,0.199209095,0.012975779,0.001977261,1.327817179,0.31,27.2,0.91,0.05,0.05,2,0.112510826
Woudrichem,0.200922335,0.209831255,0.127974007,0.060999895,0.074310869,0.041295462,0.037417461,0.139503197,0.023792055,0.01928519,0.047688921,0.016874541,0.000104811,0.225584594,0.25,26.8,0.93,0.04,0.02,1,0.133846895
Zaanstad,0.197360963,0.07379781,0.149500079,0.117657061,0.105516131,0.104450541,0.072414809,0.018999252,0.042056816,0.042011472,0.004114993,0.02067699,0.051443082,2.730088496,0.25,24.3,0.7,0.1,0.2,3,0.114309697
Zaltbommel,0.204357758,0.129619868,0.114625432,0.089322322,0.069642125,0.057049142,0.045451883,0.07180929,0.023370234,0.020968781,0.147601476,0.016810168,0.009371522,0.789397764,0.26,26.5,0.88,0.06,0.06,2,0.117895268
Zandvoort,0.325405,0.076318007,0.165652215,0.110403596,0.060960764,0.066766551,0.056559603,0.006742204,0.042513344,0.048412773,0.001310984,0.035396573,0.003558386,2.684428656,0.26,26.3,0.79,0.14,0.08,2,0.153381857
Zederik,0.187812296,0.210406257,0.103953943,0.054964154,0.048446665,0.034759939,0.044862046,0.119052792,0.018792092,0.015098849,0.152074734,0.009558983,0.00021725,0.053429603,0.22,27.1,0.95,0.03,0.02,1,0.119419159
Zeewolde,0.282486306,0.146226415,0.132608034,0.098904443,0.059875228,0.057821059,0.032790627,0.088101035,0.027769324,0.027693244,0.017194157,0.024802191,0.003727937,1.298753339,0.25,25.6,0.82,0.12,0.06,2,0.090528566
Zeist,0.25563714,0.097719106,0.097719106,0.155262199,0.056084987,0.117065042,0.05756913,0.038327345,0.022392335,0.041477894,0.018903296,0.015778785,0.026063636,2.361553151,0.44,29.5,0.77,0.1,0.14,3,0.121677543
Zevenaar,0.236381881,0.155867737,0.132740826,0.118836009,0.120747324,0.072199924,0.061448777,0.009986621,0.039946483,0.026901758,0.001242355,0.014812691,0.008887615,1.751080914,0.25,24.2,0.85,0.1,0.05,2,0.150838506
Zoetermeer,0.236644609,0.099849365,0.165039273,0.123735743,0.07878739,0.083508177,0.059500753,0.028082634,0.040953841,0.034982247,0.010934474,0.025500323,0.012481171,3.288530897,0.3,26,0.69,0.11,0.2,3,0.135825525
Zoeterwoude,0.262633581,0.171345771,0.11103061,0.138742981,0.059590654,0.084586126,0.050353197,0.017569281,0.034232929,0.034595182,0.007969571,0.023365332,0.003984785,1.054958184,0.3,28.8,0.88,0.06,0.05,2,0.131827417
Zuidhorn,0.13987034,0.188168558,0.066693679,0.106645057,0.097487844,0.100162075,0.073095624,0.152917342,0.017828201,0.024635332,0.021555916,0.010534846,0.000405186,0.356839873,0.35,25.3,0.93,0.04,0.03,1,0.126464818
Zuidplas,0.263965367,0.122811681,0.131052292,0.09714047,0.062659021,0.057076672,0.04389929,0.064216003,0.025823112,0.025899062,0.073443968,0.022633198,0.009379866,1.83506149,0.27,28.5,0.85,0.08,0.08,2,0.129593904
Zundert,0.290140191,0.183099682,0.171171869,0.084424134,0.103555108,0.049802494,0.031910774,0.005421733,0.03624816,0.02160948,0.002013787,0.017504454,0.003098133,0.602493075,0.19,25.6,0.84,0.13,0.03,1,0.137461329
Zutphen,0.167803133,0.094484202,0.099378882,0.139650284,0.126924116,0.135194437,0.084964893,0.030718336,0.028996759,0.057014583,0.003679449,0.012523629,0.018667297,2.293409379,0.33,23.6,0.83,0.09,0.09,2,0.140409801
Zwartewaterland,0.127828135,0.195703376,0.097280708,0.042038398,0.055599172,0.026764685,0.036471344,0.166583399,0.018414103,0.010349011,0.210691599,0.012061951,0.000214117,0.904078888,0.2,24.9,0.95,0.03,0.02,1,0.11390022
Zwijndrecht,0.201241036,0.127001821,0.172035819,0.083379779,0.088247315,0.05948798,0.04834095,0.058819158,0.04042656,0.027161595,0.045368409,0.020510534,0.027979044,2.977262494,0.23,25.2,0.79,0.08,0.13,3,0.12767634
Zwolle,0.177457792,0.11423672,0.080432233,0.150197329,0.087846272,0.118195917,0.071870784,0.105082651,0.023919101,0.034384496,0.01006191,0.014134587,0.012180207,2.710951812,0.4,24.9,0.84,0.07,0.1,3,0.100821996
